id,cluster,corrected_cluster,label
142912,1,1,90386222
16826,3,3,40019202
124325,1,1,62014378
47475,3,3,70483417
62246,3,3,50011542
212913,4,4,14119474
283033,1,4,15103694
212730,1,4,24683694
294022,4,4,64963739
47046,3,3,55364435
303428,4,4,14119474
281542,4,4,62225416
133131,1,1,90386222
150104,1,1,90386222
254824,4,4,62225416
231402,4,4,14119474
21022,3,3,55364435
196836,4,4,15103694
196184,4,4,24683694
215236,4,4,26466207
158712,3,3,98460345
78811,1,1,90386222
78108,1,1,31527279
267297,1,4,23255817
34995,3,3,55364435
191882,4,4,26466207
290340,4,4,62225416
235108,4,4,26466207
252627,4,4,64963739
178999,4,4,62225416
260324,4,4,14119474
147431,1,1,62014378
16596,3,3,10964686
262923,4,4,15103694
246209,4,4,62225416
242458,4,4,26466207
224868,4,4,15103694
89577,1,1,62014378
185754,4,4,26466207
56708,3,3,75986657
172886,3,3,74777746
104897,1,1,62014378
188907,4,4,64963739
19587,3,3,75652382
225516,4,4,15103694
41171,3,2,15256249
54568,3,3,75652382
139294,1,1,62014378
223258,4,4,62225416
30394,3,3,70483417
256802,4,4,26466207
111297,1,1,90386222
37694,3,3,75986657
284022,4,4,62225416
217704,4,4,62225416
64868,3,3,10964686
132582,1,1,62014378
237768,4,4,62225416
81735,1,1,68395620
3571,4,3,12076452
54552,3,3,75652382
297157,4,4,33633783
11190,3,3,75652382
38622,3,3,40019202
301913,4,4,62225416
24689,3,3,75652382
53669,3,3,55364435
302470,4,4,26466207
82393,1,1,62014378
51426,3,3,10964686
181392,4,4,26466207
27295,3,3,40019202
137223,1,1,31527279
67958,3,3,75652382
198586,4,4,15103694
181129,4,4,62225416
180088,4,4,23255817
136840,1,1,90386222
163933,3,3,6661858
255586,4,4,62225416
144617,1,1,62014378
153356,1,1,68395620
280117,4,4,24683694
121580,1,1,62014378
105484,1,1,62014378
188620,4,4,15103694
150673,1,1,90386222
294877,4,4,15103694
192842,4,4,15103694
48190,3,3,83450130
273514,4,4,62225416
92129,1,1,62014378
70266,3,3,75652382
212955,4,4,15103694
104635,1,1,90386222
290953,4,4,15103694
190097,4,4,14119474
413,4,3,15258297
44177,2,2,15256249
103881,1,1,90386222
127089,1,1,90386222
295207,4,4,15103694
39500,2,2,15256249
302373,4,4,26466207
222381,4,4,62225416
190717,4,4,15103694
72450,3,3,50011542
17645,3,3,50011542
269778,4,4,62225416
233936,4,4,14119474
79543,1,1,90386222
84608,1,1,31527279
74062,3,2,15256249
29911,3,3,55364435
157986,3,3,19888903
132667,1,1,90386222
222851,4,4,62225416
117902,1,1,31527279
132146,1,1,62014378
220023,4,4,24683694
230943,4,4,62225416
246263,4,4,62225416
265370,4,4,26466207
254197,4,4,24683694
238266,4,4,26466207
10207,3,3,75986657
118119,1,1,90386222
9904,3,3,75652382
260112,4,4,62225416
3381,2,3,34183981
11467,3,3,75652382
258360,4,4,62225416
203454,4,4,24683694
57997,3,3,83450130
183815,4,4,62225416
29572,3,3,10964686
86678,1,1,90386222
198904,4,4,62225416
131126,1,1,62014378
26734,3,3,83450130
258811,4,4,62225416
138029,1,1,62014378
205169,4,4,23255817
228107,4,4,15103694
44576,3,3,40019202
186887,4,4,24683694
106887,1,1,62014378
15763,3,3,75652382
223847,4,4,64963739
143410,1,1,90386222
233151,4,4,26466207
7669,3,3,75986657
43790,4,2,15256249
136927,1,1,62014378
242888,4,4,62225416
30248,3,3,50011542
119928,1,1,62014378
100810,1,1,62014378
10017,3,3,75986657
222001,4,4,26466207
39678,3,3,75986657
25721,3,3,55364435
86720,1,1,90386222
159514,3,3,32369775
247372,4,4,62225416
41945,3,3,10964686
213812,4,4,62225416
205637,4,4,62225416
100078,1,1,62014378
100099,1,1,62014378
275062,4,4,33633783
178296,4,4,15103694
268916,4,4,15103694
34567,3,3,83450130
280149,4,4,62225416
243486,4,4,62225416
73767,3,3,50011542
173241,3,3,74777746
290758,1,4,24683694
192466,4,4,15103694
112405,1,1,62014378
86990,1,1,90386222
121788,1,1,62014378
222446,4,4,64963739
47580,3,3,10964686
232137,4,4,15103694
115115,1,1,68395620
112883,1,1,62014378
191973,4,4,15103694
121307,1,1,68395620
261956,4,4,62225416
77245,1,1,62014378
292902,4,4,15103694
167109,3,3,43338066
212914,4,4,62225416
24316,3,3,70483417
178079,4,4,33633783
132591,1,1,31527279
4335,3,3,55364435
184372,4,4,62225416
241412,4,4,62225416
238376,4,4,26466207
242291,1,4,14119474
155257,3,3,93429558
139121,1,1,62014378
177457,4,4,62225416
14053,3,3,83450130
249900,4,4,15103694
38279,3,3,70483417
147995,1,1,31527279
114073,1,1,62014378
181472,4,4,62225416
24471,3,3,83450130
28561,3,2,15256249
296963,4,4,15103694
63269,3,3,50011542
212193,4,4,64963739
43040,3,3,40019202
279471,4,4,15103694
70733,3,3,75986657
245197,4,4,62225416
108489,1,1,90386222
66091,3,3,75652382
46322,3,3,75652382
110116,1,1,62014378
10782,3,3,75652382
292962,4,4,26466207
111230,1,1,62014378
58670,3,3,40019202
138726,1,1,90386222
279126,4,4,62225416
197081,4,4,26466207
70165,3,3,83450130
59068,3,3,70483417
147822,1,1,62014378
238740,1,4,14119474
169137,3,3,92257871
175329,4,4,62225416
217248,4,4,62225416
300849,4,4,62225416
9932,3,3,70483417
103859,1,1,68395620
64049,3,3,75986657
207479,4,4,33633783
130627,1,1,31527279
164295,3,3,65142471
240216,4,4,15103694
141454,1,1,62014378
292535,4,4,14119474
262691,4,4,24683694
91035,4,1,90386222
174776,4,4,26466207
17616,2,2,15256249
60618,3,3,70483417
159658,3,3,19888903
61191,3,3,83450130
87455,1,1,90386222
43551,3,3,83450130
29486,3,3,55364435
172750,3,3,43338066
295797,4,4,62225416
226108,4,4,24683694
39424,3,3,75652382
272703,4,4,33633783
72051,3,3,75652382
237229,4,4,14119474
163974,3,3,6661858
194124,4,4,15103694
223570,4,4,15103694
39344,3,3,55364435
101447,1,1,90386222
157793,3,3,67716412
205690,4,4,15103694
288728,4,4,24683694
250445,4,4,15103694
139729,1,1,62014378
193236,4,4,14119474
223081,4,4,14119474
159853,3,3,32036533
199211,4,4,14119474
151772,1,1,31527279
244704,4,4,23255817
5419,3,3,10964686
269811,4,4,23255817
44777,3,3,55364435
239304,4,4,64963739
274342,4,4,62225416
187603,4,4,62225416
103159,1,1,62014378
191434,4,4,24683694
28563,3,3,50011542
59364,3,3,40019202
249850,4,4,62225416
246063,2,4,23255817
165584,3,3,77329636
129428,1,1,62014378
105768,1,1,62014378
257930,4,4,26466207
144643,1,1,62014378
207061,4,4,15103694
120628,1,1,62014378
293274,4,4,26466207
269323,4,4,24683694
113503,1,1,62014378
174594,4,4,62225416
123638,1,1,31527279
228923,4,4,24683694
266091,4,4,64963739
104903,1,1,62014378
246344,4,4,62225416
263177,4,4,64963739
122334,1,1,62014378
196955,4,4,24683694
187001,4,4,26466207
218313,4,4,15103694
61596,3,3,40019202
175994,4,4,62225416
193612,4,4,62225416
269061,4,4,15103694
197438,4,4,62225416
117959,1,1,62014378
41101,3,3,70483417
152432,1,1,90386222
234037,4,4,62225416
295109,4,4,62225416
183646,4,4,62225416
235973,4,4,62225416
146394,1,1,62014378
229550,4,4,14119474
69818,3,3,75652382
263387,4,4,62225416
264425,4,4,62225416
32432,3,3,10964686
44801,3,3,10964686
38869,4,2,15256249
286156,4,4,62225416
67416,3,3,75986657
68233,3,3,40019202
267129,4,4,24683694
298485,4,4,15103694
136846,1,1,90386222
240359,4,4,23255817
268459,4,4,26466207
44010,3,3,83450130
111420,1,1,31527279
107886,1,1,68395620
147156,1,1,68395620
152170,1,1,62014378
154384,3,3,67716412
33557,3,3,83450130
27568,3,3,83450130
4790,3,3,75986657
71814,3,3,83450130
128855,1,1,62014378
79245,1,1,62014378
84339,4,1,90386222
294007,4,4,62225416
155570,3,3,67716412
295867,4,4,26466207
11922,3,3,40019202
76034,1,1,31527279
142246,1,1,62014378
189383,4,4,33633783
121420,1,1,31527279
303776,4,4,15103694
266015,4,4,62225416
39807,3,3,83450130
244386,4,4,15103694
231988,4,4,62225416
195059,4,4,62225416
152229,1,1,62014378
190229,4,4,64963739
233354,4,4,62225416
154665,3,3,67716412
104716,1,1,90386222
70283,3,3,75652382
71808,3,3,10964686
1416,3,3,75477331
286007,4,4,15103694
241925,4,4,62225416
194854,4,4,62225416
117748,1,1,62014378
77631,1,1,62014378
131306,1,1,62014378
93557,1,1,68395620
296978,4,4,15103694
147953,1,1,90386222
81067,1,1,90386222
122136,1,1,62014378
133439,1,1,62014378
65664,3,3,10964686
35997,3,3,10964686
238640,4,4,62225416
170446,3,3,74777746
219361,4,4,62225416
143646,1,1,31527279
210693,4,4,62225416
247159,4,4,62225416
269927,4,4,24683694
111106,1,1,62014378
57020,3,3,40019202
294919,4,4,26466207
279322,4,4,26466207
54119,3,3,75986657
104053,1,1,90386222
216507,4,4,14119474
11984,3,3,55364435
256341,4,4,62225416
289004,4,4,26466207
102055,1,1,90386222
200214,4,4,62225416
24064,3,3,75986657
180862,4,4,15103694
294891,4,4,15103694
217851,4,4,62225416
296907,1,4,15103694
166730,3,3,6661858
270764,4,4,62225416
173853,4,4,15103694
123880,1,1,31527279
105325,1,1,62014378
98225,1,1,68395620
79072,1,1,62014378
228965,4,4,62225416
140151,1,1,31527279
167153,3,3,65142471
192376,4,4,62225416
85166,1,1,68395620
149321,1,1,62014378
127274,1,1,90386222
33575,3,3,75652382
65646,3,3,75652382
214238,4,4,62225416
296137,4,4,15103694
64514,3,2,15256249
16938,3,3,55364435
224167,4,4,24683694
263550,4,4,62225416
145082,1,1,68395620
54126,3,3,10964686
241662,4,4,15103694
178025,4,4,62225416
27400,3,3,70483417
152760,1,1,62014378
165975,3,3,92257871
187444,4,4,62225416
127419,1,1,90386222
278348,4,4,62225416
272516,4,4,26466207
272211,4,4,62225416
136154,1,1,31527279
100850,1,1,90386222
20656,3,3,40019202
284280,4,4,14119474
211307,4,4,62225416
273713,4,4,23255817
95117,1,1,62014378
79101,1,1,62014378
75590,3,3,40019202
83750,1,1,90386222
259025,4,4,15103694
191941,4,4,15103694
127807,1,1,90386222
216227,4,4,23255817
290774,4,4,62225416
19680,3,3,75652382
98304,1,1,31527279
215574,4,4,33633783
340,2,3,78173080
161274,3,3,19888903
110707,1,1,90386222
135174,1,1,62014378
146485,1,1,62014378
130407,1,1,90386222
51364,3,3,75652382
101456,1,1,90386222
5544,3,3,75652382
172620,3,3,65142471
253361,4,4,26466207
301733,4,4,15103694
125638,1,1,31527279
33949,3,3,75652382
72745,3,3,75652382
163901,3,3,23659574
85939,1,1,90386222
175777,4,4,15103694
252041,4,4,33633783
252939,4,4,14119474
206113,4,4,62225416
223548,4,4,62225416
205883,4,4,62225416
223256,4,4,26466207
74463,3,3,55364435
293366,4,4,33633783
58437,3,3,40019202
6587,3,3,10964686
74012,3,2,15256249
301518,4,4,15103694
239888,4,4,26466207
233489,4,4,64963739
100347,1,1,90386222
169657,3,3,74777746
76132,1,1,68395620
171598,3,3,74777746
121721,1,1,90386222
150767,1,1,31527279
32339,3,3,50011542
79448,1,1,62014378
31474,3,3,83450130
267818,4,4,26466207
33327,3,3,75986657
171073,3,3,6661858
74319,3,3,75652382
118079,1,1,62014378
151447,1,1,90386222
219962,4,4,15103694
75138,3,3,83450130
41925,2,2,15256249
123694,1,1,68395620
217859,4,4,26466207
27586,3,3,75986657
78513,1,1,90386222
86582,1,1,62014378
73937,3,3,75652382
275350,4,4,62225416
141047,1,1,68395620
296266,4,4,26466207
279837,4,4,24683694
189599,4,4,62225416
86394,1,1,90386222
1853,2,3,75477331
109983,1,1,90386222
265448,4,4,64963739
221305,4,4,62225416
203663,4,4,26466207
168359,3,3,74777746
182659,4,4,26466207
211338,4,4,24683694
30908,3,3,75652382
231530,4,4,62225416
80071,1,1,90386222
176742,4,4,15103694
300369,4,4,15103694
108611,1,1,90386222
107866,1,1,90386222
198842,4,4,62225416
285548,4,4,26466207
89877,1,1,62014378
114205,1,1,90386222
14079,3,3,75986657
27955,3,3,55364435
300739,4,4,62225416
196410,4,4,33633783
202448,4,4,14119474
206736,4,4,62225416
272005,4,4,14119474
270175,4,4,14119474
245202,4,4,24683694
194820,4,4,14119474
138334,1,1,68395620
129143,1,1,62014378
73042,3,3,75652382
145576,1,1,90386222
87687,1,1,31527279
196465,4,4,62225416
13214,3,3,83450130
225262,4,4,15103694
169791,3,3,6661858
179931,4,4,26466207
107203,1,1,62014378
260003,4,4,26466207
67530,3,3,40019202
191136,4,4,15103694
207055,4,4,15103694
285113,4,4,15103694
122683,1,1,62014378
118921,1,1,90386222
65732,3,3,50011542
25315,3,3,10964686
160990,3,3,32369775
124529,1,1,62014378
211155,4,4,62225416
145769,1,1,62014378
74954,3,2,15256249
92142,1,1,62014378
289721,4,4,15103694
65322,3,3,70483417
248997,4,4,26466207
284840,4,4,62225416
192514,4,4,15103694
125104,1,1,90386222
186107,4,4,26466207
168764,3,3,43338066
281814,4,4,33633783
210232,4,4,62225416
197392,4,4,33633783
177573,4,4,15103694
268293,4,4,62225416
178295,4,4,64963739
65245,3,3,40019202
288240,4,4,62225416
245984,4,4,64963739
229238,4,4,62225416
221965,4,4,26466207
24358,3,3,83450130
133929,1,1,90386222
290219,4,4,62225416
66374,3,2,15256249
295875,4,4,62225416
131269,1,1,62014378
236634,4,4,26466207
274875,4,4,26466207
80415,1,1,31527279
118181,1,1,31527279
164975,3,3,37206695
88562,1,1,62014378
215072,4,4,26466207
128650,1,1,62014378
178180,4,4,26466207
158538,3,3,40835903
19732,3,3,83450130
89839,1,1,62014378
22737,3,2,15256249
279717,4,4,26466207
169575,3,3,74777746
240624,4,4,33633783
9849,3,3,50011542
244888,4,4,62225416
259765,4,4,15103694
27297,3,3,55364435
123799,1,1,62014378
233636,4,4,62225416
233520,4,4,15103694
199191,4,4,62225416
58518,3,2,15256249
278180,4,4,62225416
260327,4,4,14119474
57205,3,3,75986657
77029,1,1,90386222
117273,1,1,62014378
97168,1,1,90386222
102003,1,1,62014378
82118,1,1,62014378
129669,1,1,90386222
55339,3,3,50011542
237259,4,4,62225416
137600,1,1,62014378
111720,1,1,62014378
202687,4,4,26466207
52810,3,3,75986657
57539,3,3,10964686
90877,1,1,62014378
163653,2,2,85864573
194885,4,4,26466207
292230,4,4,26466207
156782,3,3,67716412
83556,1,1,90386222
104471,1,1,90386222
49878,3,3,10964686
23556,3,3,75986657
157236,3,3,67716412
181507,4,4,15103694
219093,4,4,15103694
9188,3,3,75986657
172375,3,3,43338066
147636,1,1,62014378
38355,3,3,75986657
231329,4,4,62225416
142481,1,1,62014378
20283,3,3,50011542
293243,4,4,62225416
146313,1,1,90386222
195112,4,4,62225416
4425,3,3,75652382
60920,3,3,70483417
258407,4,4,62225416
47089,3,3,70483417
203626,4,4,62225416
272738,4,4,15103694
270350,4,4,15103694
85579,1,1,90386222
209037,4,4,33633783
266573,4,4,62225416
234226,4,4,23255817
210093,4,4,23255817
126684,1,1,62014378
82361,1,1,68395620
186327,4,4,14119474
168858,3,3,74777746
130897,1,1,90386222
1787,3,3,75477331
202043,4,4,15103694
223929,4,4,15103694
31471,3,3,70483417
9647,3,3,55364435
250767,4,4,26466207
82091,1,1,31527279
72393,3,3,55364435
15430,3,3,10964686
257178,4,4,26466207
86939,1,1,62014378
134301,1,1,68395620
11521,3,3,70483417
52043,3,3,83450130
121225,1,1,62014378
48802,3,3,70483417
199223,4,4,62225416
137861,1,1,62014378
210672,4,4,14119474
63075,3,3,75652382
62949,2,2,15256249
210810,4,4,23255817
28685,3,3,75986657
262326,4,4,26466207
149276,1,1,62014378
171475,3,3,37206695
213678,4,4,15103694
108068,1,1,90386222
160966,3,3,19888903
276738,4,4,62225416
177374,4,4,15103694
225117,4,4,14119474
70552,3,3,55364435
65786,3,3,50011542
261546,4,4,15103694
10168,3,3,40019202
95383,1,1,90386222
185005,4,4,62225416
145153,1,1,62014378
26712,3,3,83450130
231935,4,4,62225416
26775,2,2,15256249
140599,1,1,62014378
98433,1,1,90386222
84371,1,1,90386222
211343,4,4,62225416
207631,4,4,15103694
88543,1,1,62014378
185505,4,4,15103694
38039,3,3,50011542
228976,4,4,62225416
46558,3,3,83450130
241440,4,4,15103694
32098,3,3,83450130
83392,1,1,62014378
8719,3,3,75652382
79906,1,1,62014378
53249,2,2,15256249
206831,4,4,15103694
70746,3,3,75652382
115143,1,1,90386222
262325,4,4,62225416
284128,4,4,64963739
139952,1,1,31527279
170352,3,3,37206695
10022,3,3,50011542
100297,1,1,62014378
32637,3,3,55364435
62738,3,3,40019202
191770,4,4,26466207
113807,1,1,90386222
220602,4,4,26466207
13292,3,3,75652382
141429,1,1,90386222
34549,3,3,75986657
120042,1,1,90386222
269273,4,4,26466207
12890,3,3,83450130
27703,3,3,83450130
22986,3,3,75652382
239907,4,4,33633783
176729,4,4,14119474
214909,4,4,14119474
18365,3,3,10964686
81732,1,1,90386222
294972,4,4,24683694
86170,1,1,90386222
50568,3,3,75986657
77310,1,1,62014378
154352,3,3,67716412
111892,1,1,62014378
147265,1,1,62014378
282189,4,4,15103694
59878,3,3,40019202
22667,3,3,83450130
33644,3,3,55364435
168427,3,3,43338066
266216,4,4,62225416
6136,3,3,40019202
71569,3,3,40019202
148289,1,1,68395620
174423,4,4,15103694
122990,1,1,68395620
276059,4,4,26466207
55597,3,3,75986657
113770,1,1,62014378
226707,4,4,26466207
120919,1,1,62014378
203996,4,4,15103694
281649,4,4,23255817
272065,4,4,62225416
286501,4,4,15103694
180260,4,4,33633783
9038,3,3,10964686
267501,4,4,23255817
178502,4,4,62225416
87777,2,1,62014378
280582,4,4,24683694
137538,1,1,90386222
208970,4,4,26466207
724,3,3,15258297
13822,3,3,75652382
32992,3,3,75652382
193800,4,4,14119474
303046,4,4,62225416
201303,4,4,62225416
135884,1,1,90386222
60042,3,3,75652382
231571,4,4,33633783
235066,4,4,26466207
237277,4,4,64963739
59234,3,3,70483417
176930,4,4,62225416
166685,3,3,43338066
119233,1,1,62014378
208382,4,4,15103694
156559,3,3,67716412
139802,1,1,90386222
165035,3,3,37206695
10624,3,3,50011542
211126,4,4,62225416
128024,1,1,90386222
119206,1,1,62014378
216514,4,4,62225416
20130,3,3,50011542
139131,1,1,90386222
298004,4,4,62225416
210137,4,4,62225416
209764,4,4,15103694
272232,4,4,24683694
31447,3,3,75986657
22974,3,3,75652382
83624,1,1,68395620
255630,4,4,15103694
166525,3,3,23659574
138096,1,1,62014378
305685,4,4,24683694
253897,4,4,26466207
283482,4,4,26466207
180525,4,4,64963739
51859,3,3,70483417
288017,4,4,62225416
165106,3,3,74777746
219382,4,4,26466207
187354,4,4,14119474
126738,1,1,90386222
212888,4,4,62225416
298884,4,4,62225416
91644,1,1,62014378
9309,3,3,55364435
261229,4,4,62225416
164586,3,3,43338066
197112,4,4,62225416
204374,4,4,26466207
89071,1,1,62014378
23094,3,3,75986657
59859,3,3,75986657
279175,4,4,15103694
221869,4,4,15103694
123182,1,1,68395620
51218,3,3,75652382
102226,1,1,90386222
277019,4,4,23255817
123666,1,1,90386222
284186,4,4,26466207
85906,1,1,62014378
148630,1,1,90386222
67366,3,3,50011542
279244,4,4,15103694
171334,3,3,43338066
250329,4,4,15103694
248526,4,4,23255817
125902,1,1,68395620
193128,4,4,62225416
279572,4,4,15103694
38380,3,3,70483417
277264,4,4,62225416
25678,3,2,15256249
11310,3,3,83450130
41416,2,2,15256249
109078,1,1,90386222
144923,1,1,68395620
296764,4,4,15103694
91311,1,1,31527279
262069,4,4,62225416
53891,3,3,10964686
13796,3,3,40019202
57396,3,3,10964686
246857,4,4,64963739
231553,4,4,62225416
241030,4,4,62225416
214443,4,4,14119474
43824,3,3,83450130
72440,3,2,15256249
131602,1,1,62014378
8347,3,3,75652382
108281,1,1,62014378
303967,4,4,62225416
130717,1,1,62014378
122224,1,1,68395620
12771,3,3,83450130
31490,3,3,55364435
221708,4,4,15103694
303143,4,4,15103694
32737,3,3,40019202
289774,4,4,15103694
210425,4,4,64963739
48643,3,3,55364435
157824,3,3,93429558
276268,4,4,33633783
113014,1,1,62014378
296847,4,4,64963739
211062,4,4,62225416
109568,1,1,31527279
243992,4,4,15103694
238320,4,4,14119474
236450,4,4,62225416
248346,4,4,15103694
76867,1,1,90386222
175563,4,4,15103694
84696,1,1,62014378
112436,1,1,62014378
104823,1,1,31527279
179220,4,4,62225416
161829,3,3,19888903
236212,4,4,15103694
284296,4,4,62225416
181821,4,4,33633783
20458,3,3,70483417
259824,4,4,62225416
257332,4,4,62225416
15129,3,3,10964686
97895,1,1,68395620
284155,4,4,15103694
78057,1,1,62014378
218270,4,4,62225416
177571,4,4,62225416
28321,3,3,50011542
217279,4,4,15103694
293907,4,4,62225416
111351,1,1,90386222
180367,4,4,64963739
8929,3,3,10964686
211639,4,4,23255817
134800,4,1,62014378
153586,1,1,62014378
22367,3,3,75652382
68826,3,3,50011542
135262,1,1,62014378
138255,1,1,62014378
243859,4,4,62225416
296831,4,4,15103694
253431,4,4,15103694
146988,1,1,90386222
163176,3,3,19888903
305311,4,4,14119474
155220,3,3,67716412
5608,2,2,15256249
286368,4,4,15103694
11112,3,3,40019202
67411,3,3,10964686
162189,3,3,19888903
214107,4,4,26466207
203974,4,4,24683694
282502,4,4,62225416
12799,3,3,70483417
116595,1,1,31527279
67129,3,3,10964686
171195,3,3,74777746
280827,4,4,62225416
214431,4,4,62225416
48148,3,3,40019202
218367,4,4,62225416
46348,3,3,75652382
81687,1,1,90386222
219945,4,4,15103694
195599,4,4,15103694
4127,3,3,75652382
133336,1,1,68395620
228060,4,4,33633783
264749,4,4,64963739
110462,1,1,90386222
46530,3,3,70483417
124961,1,1,90386222
296746,4,4,62225416
202877,4,4,62225416
270005,4,4,15103694
47040,3,3,75986657
259397,4,4,62225416
182207,4,4,15103694
150827,1,1,62014378
129683,1,1,62014378
66587,3,3,55364435
126340,1,1,90386222
165136,3,3,65142471
202526,4,4,15103694
70709,3,2,15256249
260417,4,4,62225416
26467,3,3,40019202
123486,1,1,62014378
130434,1,1,62014378
184878,4,4,26466207
225184,4,4,15103694
129637,1,1,90386222
18072,3,3,10964686
80288,1,1,62014378
44849,3,3,50011542
48818,4,2,15256249
301475,4,4,15103694
68904,3,3,75986657
31179,3,3,83450130
138508,1,1,62014378
29609,3,3,75652382
164257,3,3,23659574
256187,4,4,26466207
42471,3,3,83450130
119305,1,1,62014378
223683,4,4,14119474
232163,4,4,64963739
82131,1,1,90386222
12485,3,3,10964686
267396,4,4,15103694
273876,4,4,15103694
240078,4,4,15103694
8255,3,3,75652382
17495,3,2,15256249
273441,4,4,26466207
114098,1,1,68395620
178142,4,4,26466207
153500,1,1,90386222
47400,3,3,75986657
237964,4,4,62225416
140952,1,1,62014378
268851,4,4,15103694
149823,1,1,31527279
64527,3,3,40019202
2042,3,3,80504125
48977,3,3,83450130
274848,4,4,15103694
242275,4,4,14119474
75111,3,3,75986657
72233,3,3,83450130
107384,1,1,90386222
184892,4,4,15103694
2127,2,3,34183981
295909,4,4,62225416
204933,4,4,26466207
120751,1,1,62014378
103367,1,1,90386222
304440,4,4,62225416
246802,4,4,62225416
188903,4,4,62225416
287997,4,4,15103694
125712,1,1,90386222
106126,1,1,62014378
92354,1,1,90386222
11429,3,3,75652382
207317,4,4,23255817
228906,4,4,24683694
299250,4,4,15103694
232063,4,4,15103694
190112,4,4,26466207
240699,4,4,64963739
288484,4,4,14119474
305119,4,4,62225416
76530,1,1,31527279
275770,4,4,14119474
124665,1,1,62014378
261686,4,4,26466207
61650,3,3,75652382
242247,4,4,15103694
34883,3,3,55364435
9903,2,2,15256249
218286,4,4,14119474
115346,1,1,31527279
135416,4,1,31527279
164028,3,3,74777746
270753,4,4,24683694
45930,3,3,83450130
89521,1,1,90386222
281845,4,4,62225416
41031,3,3,70483417
106186,1,1,90386222
60754,3,3,70483417
24359,3,3,75652382
259316,4,4,33633783
243856,4,4,15103694
231155,4,4,15103694
30140,3,3,75652382
215692,1,4,62225416
259008,4,4,26466207
283629,4,4,26466207
192068,4,4,62225416
214564,4,4,64963739
14896,3,3,70483417
15992,3,3,50011542
147262,1,1,68395620
273064,4,4,64963739
96144,1,1,62014378
111679,1,1,62014378
265564,4,4,33633783
106952,1,1,62014378
239894,4,4,26466207
5605,3,3,40019202
7393,3,3,75652382
243912,4,4,64963739
186419,4,4,24683694
61670,2,3,55364435
55974,3,3,40019202
187684,4,4,26466207
84983,1,1,90386222
242180,4,4,62225416
138806,1,1,31527279
281208,4,4,62225416
104340,1,1,62014378
77980,1,1,90386222
117680,1,1,90386222
284776,4,4,15103694
187559,4,4,62225416
243165,4,4,62225416
109669,1,1,68395620
88590,1,1,62014378
3360,1,3,80504125
40068,3,3,75652382
129316,1,1,68395620
271932,4,4,62225416
222239,4,4,64963739
35903,3,3,70483417
141499,1,1,68395620
124549,1,1,62014378
73877,3,3,75986657
265127,4,4,14119474
179770,4,4,15103694
226547,4,4,14119474
115452,1,1,62014378
7920,3,3,55364435
171682,3,3,37206695
171137,3,3,74777746
36139,3,3,40019202
301926,4,4,24683694
102299,1,1,90386222
77111,1,1,90386222
183387,4,4,62225416
27034,3,3,55364435
177587,4,4,62225416
136538,1,1,62014378
295587,4,4,23255817
190558,4,4,62225416
7343,3,3,70483417
298175,4,4,15103694
202651,1,4,33633783
219379,4,4,14119474
151150,1,1,90386222
116168,1,1,90386222
99625,1,1,90386222
232074,4,4,26466207
152300,1,1,90386222
226521,4,4,23255817
51767,3,3,50011542
197653,4,4,26466207
270807,4,4,62225416
133029,1,1,62014378
225443,4,4,15103694
210050,4,4,15103694
285672,4,4,15103694
29851,3,3,40019202
290763,4,4,62225416
195901,4,4,26466207
265691,4,4,15103694
180540,4,4,15103694
148208,1,1,90386222
291945,4,4,62225416
19543,2,2,15256249
11772,3,3,50011542
286106,4,4,62225416
193097,4,4,24683694
240036,4,4,24683694
270945,4,4,62225416
69726,3,3,10964686
39099,3,3,83450130
298427,4,4,24683694
12842,3,3,75652382
194320,4,4,26466207
21502,2,3,70483417
224892,4,4,15103694
39233,3,3,10964686
297427,4,4,64963739
129278,1,1,62014378
26055,2,2,15256249
197241,4,4,24683694
37107,3,3,40019202
134832,1,1,62014378
169302,3,3,92257871
60474,4,2,15256249
142907,1,1,68395620
191376,4,4,24683694
287208,4,4,23255817
199658,4,4,15103694
281883,4,4,15103694
52121,3,3,83450130
46589,3,2,15256249
40373,3,3,40019202
236071,4,4,14119474
69551,3,3,55364435
276877,4,4,15103694
71835,3,3,10964686
206529,4,4,62225416
79354,1,1,62014378
51871,3,3,83450130
229129,4,4,26466207
54275,3,3,55364435
169507,3,3,77329636
201225,4,4,26466207
119428,1,1,62014378
204023,4,4,15103694
19860,3,3,83450130
111267,1,1,90386222
21656,3,3,75986657
136631,1,1,62014378
81471,1,1,68395620
219251,4,4,62225416
200856,4,4,62225416
160623,3,3,19888903
76334,1,1,62014378
243589,4,4,23255817
267148,4,4,24683694
191351,4,4,15103694
89735,1,1,62014378
289917,4,4,15103694
5302,3,3,75652382
266799,4,4,15103694
175782,4,4,15103694
220966,4,4,14119474
133955,1,1,90386222
41351,3,3,75652382
220193,4,4,62225416
178732,4,4,62225416
9947,3,3,75986657
93750,1,1,62014378
73111,3,3,75652382
107195,1,1,62014378
141192,1,1,62014378
33494,3,3,10964686
49374,3,3,10964686
276175,4,4,64963739
261018,4,4,14119474
232978,4,4,15103694
27706,3,3,75986657
214419,4,4,15103694
247796,4,4,62225416
257369,4,4,26466207
304037,4,4,14119474
85897,1,1,90386222
262424,4,4,33633783
50519,3,3,10964686
160795,3,3,9410583
71893,3,3,70483417
21306,3,3,40019202
77477,1,1,90386222
30542,3,3,83450130
290656,4,4,62225416
